id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique,shot_aerial_won,shot_body_part,shot_type,shot_outcome,shot_freeze_frame,possession_team_id,team_id,player_id,shot_deflected,shot_first_time,shot_one_on_one,shot_open_goal,out,shot_saved_off_target,shot_redirect,off_camera,shot_saved_to_post,shot_follows_dribble,goal,shot_with_pass,player_x,player_y,shot_end_x,shot_end_y,shot_end_z,assist,assist_play_pattern,inside_18_width,inside_18_depth,inside_18,shot_distance,shot_angle,bodypart_angle
585285ab-0b11-4b65-837e-f9dcfe9b0106,1519,1,00:38:53.358,38,53,Shot,83,Celta Vigo,Other,Celta Vigo,John Guidetti,Center Forward,"[108.1, 40.1]",0.5219,False,['8b6c65e8-8c69-4ddf-8fdf-e21f5137838f'],266254,0.7835,"[120.0, 37.3, 1.0]",No Pass,Normal,False,Right Foot,Penalty,Goal,"[{'location': [108.1, 40.1], 'player': {'id': 6038, 'name': John Guidetti}, 'position': {'id': -1, 'name': Center Forward}, 'teammate': False}]",209,209,6038,False,False,False,False,False,False,False,False,False,False,True,True,108.1,40.1,120.0,37.3,1.0,,,True,True,True,11.900420160649796,90.48,Right - Outside Foot
540b6db8-f3f5-42c2-8448-6cf94fe9efc9,1581,1,00:40:45.227,40,45,Shot,84,Barcelona,From Kick Off,Barcelona,Luis Alberto Suárez Díaz,Center Forward,"[113.4, 28.2]",0.880305,False,['1de48cab-f11c-44c2-8688-2b67fcb3a68e'],266254,0.079785615,"[120.0, 56.8, 0.2]",No Pass,Half Volley,False,Left Foot,Open Play,Off T,"[{'location': [106.9, 31.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 31.0], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 29.0], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.4, 41.6], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 54.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.7, 34.0], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.3, 31.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.8, 32.2], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 36.7], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",217,217,5246,False,True,False,False,False,False,False,False,False,False,False,True,113.4,28.2,120.0,56.8,0.2,,,True,True,True,13.520355024924454,29.22,Left - Outside Foot
94235817-04fe-4535-98e0-c0e3ebc38623,1603,1,00:43:03.156,43,3,Shot,87,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,Left Wing,"[99.1, 21.0]",1.4022,False,['8bb23924-cdde-4324-a86b-7ed893e12f13'],266254,0.010430842,"[120.0, 43.3, 3.9]",No Pass,Normal,False,Right Foot,Free Kick,Off T,"[{'location': [119.3, 39.4], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 22.5], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 34.8], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.2, 46.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.3, 44.6], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.7, 29.3], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 45.1], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 35.5], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 30.0], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.7, 29.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 40.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 29.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.6, 40.9], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 26.5], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 27.1], 'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 27.5], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 28.0], 'player': {'id': 27342, 'name': 'Josep Señé Escudero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.1, 46.9], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",217,217,4320,False,False,False,False,False,False,False,False,False,False,False,True,99.1,21.0,120.0,43.3,3.9,,,False,False,False,28.245530619905164,47.73,Left - Inside Foot
78b5a9c0-7807-4866-bc5d-d92043aaf0f4,1624,1,00:43:51.839,43,51,Shot,88,Celta Vigo,From Goal Kick,Celta Vigo,Claudio Beauvue,Right Wing,"[87.9, 71.3]",2.759195,False,['9f7cdf0b-dc7a-48fd-879b-aa34bd264ece'],266254,0.0046436572,"[120.0, 22.5, 0.9]",No Pass,Normal,False,Right Foot,Open Play,Off T,"[{'location': [96.5, 30.8], 'player': {'id': 27342, 'name': 'Josep Señé Escudero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.2, 51.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.3, 75.0], 'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.0, 75.0], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.8, 33.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.3, 48.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 60.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 69.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.5, 52.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.9, 64.2], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.5, 36.9], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [81.0, 35.3], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.2, 40.2], 'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",209,209,6600,False,False,False,False,False,False,False,False,False,False,False,True,87.9,71.3,120.0,22.5,0.9,,,False,False,False,44.83413877839073,134.28,Right - Outside Foot
a6134d5c-f466-427b-a0a5-81b0c866b4f4,1674,1,00:44:52.144,44,52,Shot,91,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,Left Wing,"[107.1, 29.5]",0.852074,False,['c0a10f88-af86-4399-bb23-8a53db572883'],266254,0.085030295,"[120.0, 38.2, 5.4]",No Pass,Normal,False,Left Foot,Open Play,Off T,"[{'location': [119.5, 17.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.4, 37.0], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 24.0], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 32.0], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 31.8], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 38.9], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 34.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.7, 39.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 39.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 57.1], 'player': {'id': 27342, 'name': 'Josep Señé Escudero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.3, 38.2], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 20.9], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.9, 30.0], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",217,217,4320,False,False,False,False,False,False,False,False,False,False,False,True,107.1,29.5,120.0,38.2,5.4,,,True,True,True,16.633099530754937,50.86,Left - Outside Foot
dbc4448c-bd3f-4c12-865e-6c32c096972c,1763,2,00:01:25.485,46,25,Shot,95,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,Center Forward,"[113.2, 32.7]",0.777976,False,['0a0ac0cd-c9e6-4ee8-babf-63d2126d956d'],266254,0.14242934,"[120.0, 43.9, 1.8]",df330d70-f55b-4355-8f9b-f3413703216f,Normal,False,Right Foot,Open Play,Post,"[{'location': [118.6, 36.8], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 31.3], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.4, 31.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.4, 24.2], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 19.1], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.8, 20.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.2, 26.0], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.2, 33.8], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.3, 36.8], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 39.3], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.3, 37.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 40.1], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [120.0, 29.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",217,217,5246,False,True,False,False,False,False,False,False,False,False,False,True,113.2,32.7,120.0,43.9,1.8,,,True,True,True,9.97647232241938,42.97,Left - Inside Foot
2a157f6a-a672-48ac-a0c9-d644a1300dc5,1767,2,00:01:27.960,46,27,Shot,95,Barcelona,From Throw In,Barcelona,Sergi Roberto Carnicer,Right Center Midfield,"[113.2, 48.4]",0.624479,False,['92f1c7e0-b372-4d2f-b8ad-8be86a1e5f5a'],266254,0.08057596,"[120.0, 44.7, 1.6]",No Pass,Half Volley,False,Right Foot,Open Play,Off T,"[{'location': [113.4, 41.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 32.7], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.2, 28.7], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.1, 35.8], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 39.5], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 42.8], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 45.1], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 40.0], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.7, 40.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.1, 35.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 43.0], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",217,217,6379,False,False,False,False,False,False,False,False,False,False,False,True,113.2,48.4,120.0,44.7,1.6,,,True,True,True,10.807404868885033,141.01,Right - Outside Foot
0493e94d-cd7d-4b07-a9ab-7c1ffa52e89b,2221,2,00:10:41.466,55,41,Shot,115,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,Left Center Midfield,"[104.6, 35.4]",0.4701,False,['58b9e3b4-9a77-4dc7-8b34-150e08c55e7e'],266254,0.1823828,"[115.1, 39.4, 0.5]",e57c1f68-3250-4493-8596-371911a19ec3,Normal,False,Left Foot,Open Play,Saved,"[{'location': [115.3, 39.5], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 51.3], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.6, 33.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 23.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 34.9], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 39.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 38.8], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 48.0], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.9, 41.6], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",217,217,5216,False,True,False,False,False,False,False,False,False,False,False,True,104.6,35.4,115.1,39.4,0.5,,,True,True,True,16.072336482291558,73.37,Left - Outside Foot
333f31ac-d8f1-4377-bda3-4edf4f173695,2299,2,00:12:03.959,57,3,Shot,116,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,Left Wing,"[106.2, 36.2]",0.938574,True,"['7696574c-9367-4d1e-9046-44e4309a87f1', 'f08455ee-23bf-4986-89be-158dd273203b']",266254,0.088001326,"[120.0, 49.7, 4.6]",e3de6f0d-1bfa-4189-9a1c-08572c4eef70,Normal,False,Right Foot,Open Play,Off T,"[{'location': [109.1, 44.0], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 46.2], 'player': {'id': 27342, 'name': 'Josep Señé Escudero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.3, 34.4], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 39.4], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 37.8], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 35.6], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 49.7], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.4, 46.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.3, 26.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 39.6], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 37.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",217,217,4320,False,False,False,False,False,False,False,False,False,False,False,True,106.2,36.2,120.0,49.7,4.6,,,True,True,True,14.313629868066307,74.6,Left - Inside Foot
1ddc01c3-d7a9-4bde-a3c4-d4dbe1f6e6c9,2339,2,00:13:22.987,58,22,Shot,118,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,Center Forward,"[111.0, 47.0]",0.77898,False,['d7acbc39-bac1-415a-998d-87cd1b7534c3'],266254,0.25666022,"[120.0, 37.1, 1.8]",ac1246e6-7d3c-4a87-a7d2-0b4ff5071f9f,Half Volley,False,Right Foot,Open Play,Goal,"[{'location': [108.0, 29.6], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 43.4], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 41.3], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 37.2], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 31.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.4, 46.9], 'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 48.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 55.5], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",217,217,5246,False,True,False,False,False,False,False,False,False,False,True,True,111.0,47.0,120.0,37.1,1.8,,,True,True,True,11.40175425099138,127.87,Right - Outside Foot
89025fce-365c-4420-881f-397b442875c8,2598,2,00:20:35.116,65,35,Shot,129,Celta Vigo,From Throw In,Celta Vigo,John Guidetti,Center Forward,"[114.7, 24.4]",0.318842,False,['2a8ba99b-06df-4d6c-b1dd-9b4732231983'],266254,0.014798771,"[120.0, 36.7, 6.0]",No Pass,Normal,False,Left Foot,Open Play,Off T,"[{'location': [107.2, 42.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 24.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 23.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 22.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 18.8], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.9, 43.1], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.7, 36.1], 'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",209,209,6038,False,False,True,False,False,False,False,False,False,False,False,True,114.7,24.4,120.0,36.7,6.0,,,True,True,True,16.47573974060042,18.76,Left - Outside Foot
